FECHA_CORTE,RUC,RAZON_SOCIAL,NOMBRE_COMERCIAL,VIA,DES_VIA,NUMERO,INTERIOR,OBS_DOMICILIO,ZONA,DES_ZONA,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,,TELEF1,TELEF2,TELEF3,TELEF4,,,E_MAIL,PAGINA_WEB,CLASE,TIPO_AGENCIA,DES_SERVICIO,MODALIDAD_AUTORIZADA,REP_LEGAL,NRO_CERTIFICADO,FECHA_EXPEDICION
20260515,20610922857,TINGOLAND TROPICAL & TOURS SOCIEDAD ANONIMA CERRADA,TINGOLAND TROPICAL & TOURS,Calle,A.H. AGUAS VERDES,,,,,S/N,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,,935855966,,,,,,info@tingolandtropical.com,www.tingolandtropical.com,Operador de Turismo,Digital,,,Teodulo Huayama Huaman,00005-2024-GRH-GRDE-DRCET-AGVT,19-mar-2024 5:00:00
20260515,20612064165,VIAJE 360° S.R.L,VIAJE 360°,AV.,PASEO LA BREÑA,195,,OFICINA 1 - SOTANO,,,120101,JUNÍN,HUANCAYO,HUANCAYO,,982554797,,,,,,viaje360huancayo@gmail.com,,Operador de Turismo,"Digital, Presencial",,,Juanita Joselyn Bernuy Espinoza,CONSTANCIA N° 135-2024-GRJ-DIRCETUR,01-mar-2024 5:00:00
20260515,20351326191,AMAZON WORLD TRAVEL SERVICE E.I.R.L,AMAZON WORLD,JR.,ZAVALA,647,,,,,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,,961621577,954087961,961615364,,,,"reservas@amazonworldperu.com, amazonworld@gmail.com",www.amazonworldperu.com,Operador de Turismo,Presencial,,,Giovanna Felicitas Vega Vasquez,011-2022-DIRCETUR,19-jul-2022 5:00:00
20260515,20610556516,PHAWARIY ASESORIA Y CONSULTORIAS S.A.C.,PHAWARIY ASESORIA Y CONSULTORIAS SAC,JR.,AUGUSTO B. LEGUIA,368,,,,,220910,SAN MARTÍN,SAN MARTÍN,MORALES,,970880226,,,,,,phawariyoperaciones@gmail.com,,"Minorista, Operador de Turismo",Digital,,,Cristina Loyolith Espinoza Rios,015-2024,18-abr-2024 5:00:00
20260515,20601774888,Peru Amazing Eirl,PERU AMAZING,PJ.,LIMA,369,,,,,210101,PUNO,PUNO,PUNO,,996606694,,,,,,peruamazingpuno@gmail.com,,Operador de Turismo,Presencial,,,Mariela Zenaida Phocco Espetia,069-2019,05-ago-2019 5:00:00
20260515,20608868284,QUE HAY TRAVEL ON LINE PERU SOCIEDAD ANONIMA CERRADA,QUE HAY TRAVEL ONLINE,JR.,MARISCAL LUZURIAGA,442,11,,,,150113,LIMA,LIMA,JESÚS MARÍA,,965909471,,,,,,reservas@quehaytravel.com,,Minorista,Presencial,,,Claudia Beatriz Portocarrero Castillo,N° D000079-2023-MML-GDE-ST,16-jun-2023 5:00:00
20260515,20542634571,KILLARY PERU TOUR E.I.R.L.,GLOBAL PARADISE PERU,JR.,NICOLAS SANCA,220,,,,,210101,PUNO,PUNO,PUNO,,356059,,,,,,globalparadiseperu@gmail.com,www.killaryperutour.com,Operador de Turismo,Digital,,,Juana Nilda Flores Rodriguez,039-2021,16-SEP-2021 05:00:00
20260515,20610785647,INTI RISE TRAVEL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-INTI RISE TRAVEL E.I.R.L.,INTI RISE TRAVEL,JR.,QUIQUIJANA MZ S LOTE,3,,80 MTRS HOTEL SAN FRANCISCO C5P 3ER PISO,URB.,PROGRESO,80108,CUSCO,CUSCO,WANCHAQ,,956311467,982352849,84600470,,,,intirisetravel@gmail.com,inti rise travel @ intirisetravel,Operador de Turismo,Digital,,,Daniel Mauro Angel Noriega Chinchazo,283 - 2023,25-jul-2023 5:00:00
20260515,20455979545,WAYRA TRAVEL EXPEDITION S.A.C.,WAYRA TRAVEL EXPEDITION,Calle,LA MERCED,514,,,,,40101,AREQUIPA,AREQUIPA,AREQUIPA,,992486312,54405401,,,,,wayra_touraqp@hotmail.com,www.chikanhoteles.com,Operador de Turismo,Digital,,,Alex Farfan Puma,025-2023-GRA/GRCET,10-abr-2023 5:00:00
20260515,20605072781,CORPORACION PECCA S.A.C.,ASIRI TOURS,AV.,03 DE noviembre,Lt. 11,A,,URB.,PANGOA,120606,JUNÍN,SATIPO,PANGOA,,918137149,,,,,,info@asiritours.pe,www.asiritours.pe,Operador de Turismo,Digital,,,Jesus Samuel Pezua Ccasani,Constancia N° 115-2023-GRJ-DIRCETUR,13-oct-2023 5:00:00
20260515,20610807276,CLP MACHUPICCHU TRAVEL E.I.R.L,CLP MACHUPICCHU TRAVEL,AV.,LA CULTURA,1304,,,,,80101,CUSCO,CUSCO,CUSCO,,985117063,,,,,,chaska1514@gmail.com,www.clpmachupicchutravel.com,Operador de Turismo,Digital,,,Chaska Lia Pacheco Castañeda,453-2023,26-dic-2023 5:00:00
20260515,20609236176,INVERSIONES INTEGRALES EN VIAJES Y TURISMO E.I.R.L.,DESTINOS IDEALES,Calle,LOS ARENALES,190,,,,,150111,LIMA,LIMA,EL AGUSTINO,,14081549,,,,,,ventas@destinosideales.com,www.destinosideales.com,"Mayorista, Minorista, Operador de Turismo",Digital,,,Basty Brenda Cardenas Flores,D6-2024-MML-GDE-ST,08-ene-2023 5:00:00
20260515,20611409258,UMIÑA TRAVEL CUSCO E.I.R.L.,UMIÑA TRAVEL,AV.,VELASCO ASTETE,B20,,,,,80108,CUSCO,CUSCO,WANCHAQ,,946961829,,,,,,uminatravelcuscoperu@gmail.com,www.uminatravelcuscoperu.com,Minorista,Digital,,,Maryory Anthuanet Enriquez Ruffran,479-2024,06-feb-2024 6:00:00
20260515,20608903870,Best Trip Peru E.I.R.L.,BEST TRIP PERU E.I.R.L.,JR.,MIGUEL GRAU,131,,,BA.,BARRIO CERCADO,220901,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,916977039,930715623,,,,,besttripperu1@gmail.com,www.besttripperu.com,"Minorista, Operador de Turismo","Digital, Presencial",,,Mayra Maybe Mayta Baldeon,076-2023,05-ene-2024 5:00:00
20260515,20450689603,INVERSIONES TURISTICAS BAAWAJA EXPEDITIONS SOCIEDAD ANONIMA CERRADA - BAAWAJA EXPEDITIONS S.A.C.,BAAWAJA EXPEDITIONS,AV.,AEROPUERTO KM 6,,,FRENTE A LA OFICINA DE RAINFOREST EXPEDITIONS,ZN.,LA JOYA,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,,987250528,992966010,,,,,robin.duran@tambopatatourism.com,www.tambopatatourism.com,Operador de Turismo,Presencial,,,Robin Willintons Duran Torres,070-2024,12-feb-2024 5:00:00
20260515,20512130331,PERU SMILE INVERSIONES S.A.C.,PERU SMILE,AV.,28 DE julio,399,203,,,,150122,LIMA,LIMA,MIRAFLORES,,999971349,,,,,,perusmile@yahoo.com,perusmile.blogspot.com,"Mayorista, Minorista, Operador de Turismo",Digital,,,Jorge Edmundo Fernandez Lazo,D 00070-2024-MML-GDE-ST,15-feb-2024 5:00:00
20260515,20610976914,GRUPO SERVIANDINO J & W S.R.L.,AVENTURA,JR.,COLONIAL,460,,,CI.,,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,,962674859,,,,,,columpioextremo.ventanillasdeotuzco@hotmail.com,https://gruposerviandino.my.canva.site/,Operador de Turismo,Digital,Turismo de Aventura,Columpio extremo,Wilder Becerra Muñoz,CONSTANCIA Nº 160-2023,12-jun-2023 5:00:00
20260515,20611260769,MACHUPICCHU TURISTICO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,MACHUPICCHU TOURISTIC,VIA,VILLA LAS PALMERAS B-13,,,,,,80106,CUSCO,CUSCO,SANTIAGO,,957085246,,,,,,raulcusco2010@gmail.com,machupicchutourustic.com,Operador de Turismo,Digital,,,Raul Qquehuarucho Garcia,561-2024,25-mar-2024 5:00:00
20260515,20273287338,Travesia S.R.Ltda.,TRAVESIA,LT.,G,MZ.8,,,URB.,ALVAREZ THOMAS G-8,40101,AREQUIPA,AREQUIPA,AREQUIPA,,959962698,,,,,,travesiaaqp@hotmail.com,www.perutravesia.com,Minorista,Digital,,,Maria Beatriz Paredes Cuba,041-2023-GRA/GERCET,29-may-2023 5:00:00
20260515,20604820295,INVERSIONES TITICACA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-INVERSIONES TITICACA E.I.R.L.,PERU SCENERY,PZA.,TERMINAL TERRESTRE,BLOQUE 1,STAND 10,,,,210101,PUNO,PUNO,PUNO,,951467986,,,,,,reservas@titicacatourspuno.com,www.titicacatourspuno.com,Operador de Turismo,Presencial,,,Eufemia Tomasa Mamani Zapana,27-2022,06-oct-2022 5:00:00
20260515,20607798410,NG VIAJES E.I.R.L.,NG VIAJES,AV.,CANADA,110,,COND. CIUDAD NUEVA F 1105,,,70101,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,980672635,923379211,904707793,,,,reservas@ng-viajes.com,www.ng-viajes.com,Minorista,Digital,,,Nyree Gabriela Gonzales Mora,007-2023,12-jul-2023 5:00:00
20260515,20601897891,Inversiones Turisticas Titicaca Magico Eirl,TITICACA MAGICO OPERATOR OF TOURISM,PJ.,MALICA,1491,1,,,,210101,PUNO,PUNO,PUNO,,929783440,973114243,175721,,,,reservas@titicacamagico.com,www.titicacamagico.com,Operador de Turismo,Presencial,,,Richard Percy Mamani Cruz,035-2021,10-SEP-2021 05:00:00
20260515,20603131291,Rahua Adventure S.A.C,RAHUA ADVENTURE,VIA,COMUNIDAD CAMPESINA POMATE,SN,,,,,81009,CUSCO,PARURO,YAURISQUE,,,,,,,,jiramos.623@gmail.com,,Operador de Turismo,Presencial,Turismo de Aventura,Canopy/Zipline,Jose Luis Ramos Huaman,698-2018,21-may-2018 5:00:00
20260515,20601566983,Inka Trail Backpacker E.I.R.L,INKA TRAIL BACKPACKER,Calle,CALLE TRIUNFO N° 392 OFIC. 209,392,209,,,,80101,CUSCO,CUSCO,CUSCO,,940110208,,,,,,info@inkatrail.com,www.inkatrail.com,Operador de Turismo,"Digital, Presencial",,,Jesus Villafuerte Mansilla,393-2023,31-oct-2023 5:00:00
20260515,20611907843,ITZA TRAVEL S.A.C.,ITZA TRAVEL,LT.,25 MZ A 4 RAMON CARCAMO,,,,,,150101,LIMA,LIMA,LIMA,,960472714,,,,,,reservasitzatravel@gmail.com,,Minorista,Digital,,,Jennifer Briset Pallaroso Ascencio,D 000122-2024-MML-GDE-ST,21-mar-2024 5:00:00
20260515,20601375061,Viaja Perú Tours S.A.C.,VIAJA PERU TOURS,JR.,FRANCISCO PIZARRO,532,106,,,,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,,469022,,,,,,viajaperutours@gmail.com,,Minorista,Presencial,,,Carolyn Liliana Moreno Perez,060-2017,22-mar-1917 5:00:00
20260515,20448205445,RUMBO EXPLORA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,RUMBO EXPLORA,JR.,LUIS DE LA PUERTA,233,4,,,,210101,PUNO,PUNO,PUNO,,,,,,,,rumboexplora@gmail.com,www.rumbo-explora.com,Operador de Turismo,Presencial,,,Maria Elizabeth Jimenez Vargas,016-2019,15-abr-2019 5:00:00
20260515,20601920523,Mytriperu Adventures & Tourism S.R.L.,MYTRIPERU,VIA,URB. EL CARMELO,,,,CI.,,110101,ICA,ICA,ICA,,955927456,,,,,,reservas@mytriperu.com,www.mytriperu.com,Operador de Turismo,Digital,,,Wilbert Challcha Choque,276-2021/DIRCETUR-SDT,23-dic-2021 5:00:00
20260515,20608139801,Jemak S.A.C.,JEMAK S.A.C.,Calle,"URB SOL DE ICA C5-3, II ETAPA SECTOR B",,,,CI.,,110101,ICA,ICA,ICA,,9559881405,,,,,,ojosemilder@gmail.com,,Operador de Turismo,Digital,,,Jose Milder Ormeño Sulca,286-2022/DIRCETUR-SDT,16-jun-2022 5:00:00
20260515,20602357580,FUSION 2RJ E.I.R.L.,FUSION TRAVELS,JR.,LAS AGUILAS,284,1204,TORRE 4,,,70102,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,,954154601,963587584,,,,,fusion2rj@gmail.com,,Minorista,Digital,,,Jose Roberto Acosta De La Cruz,012-2023-GRC-GRDE,02-ago-2023 5:00:00
20260515,10768817141,"SALINAS PISCONTE, EMANUEL DAVID",TOUR HISTÓRICO CALLAO MONUMENTAL - THCM,JR.,CASTILLA,177,,,,,70101,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,921377671,,,,,,tourhistoricocallaomonumental@outlook.com,,Operador de Turismo,Presencial,,,Emanuel David Salinas Pisconte,013-2017-GRC/GRDE,27-nov-2017 5:00:00
20260515,10316175916,"RAMIREZ VILLARREAL, VICTORIA SANTOS",TURISMO CORAZON ANDINO,PJ.,PAGASITA,S/N,,BARRIO PATAY BAJO,,,20105,ÁNCASH,HUARAZ,INDEPENDENCIA,,944438794,,,,,,ramirezvillarealv@gmail.com,-,Operador de Turismo,Presencial,,,Victoria Santos Ramirez Villarreal,017-2023-DIRCETUR,03-ago-2023 6:00:00
20260515,10423082254,"BEJAR BENAVIDES, GIOVANNA",YOVIS TRAVEL,VIA,AH. PICCHU SAN MARTIN,A-02,,,A.H.,PICCHU SAN MARTIN,80101,CUSCO,CUSCO,CUSCO,,964042736,,,,,,info@yovistravel.com,www.yovistravel.com,Minorista,Digital,,,Giovanna Bejar Benavides,358-2023,05-oct-2023 5:00:00
20260515,20605562087,INVERSIONES & CALIDAD TURISTICA E.I.R.L.,AGVT GARU TOURS,LT.,MZ. N`4,LT. 1,,,URB.,BANCHERO ROSSI,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,,915139529,923021578,,,,,garuturismo@gmail.com,https://www.facebook.com/garutourperu,Operador de Turismo,Digital,,,Mikey Barrera Lopez,Constancia Nº 002-2021-DISRCETUR-SDT-SRP-Ch,29-ene-2021 5:00:00
20260515,20602323642,VICUÑA EXPEDITIONS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - VICUÑA EXPEDITIONS S.R.L.,VICUÑA EXPEDITIONS,Calle,HOSPITAL,787,,,,,80101,CUSCO,CUSCO,CUSCO,,968163793,,,,,,info@vicunaexpeditions.com,www.vicunaexpeditions.com,Operador de Turismo,Digital,,,Julian Perez Concha,502-2024,20-feb-2024 5:00:00
20260515,20612123382,PAUL TOURS E.I.R.L.,PAUL TOURS,AV.,LOS ROSALES MZ E LOTE,8,,,,,150106,LIMA,LIMA,CARABAYLLO,,998487834,,,,,,paulviajes@gmail.com,www.paultoursperu.com,Minorista,Digital,,,Paul Lopez Garcia,D 000113-2024-MML-GDE-ST,18-mar-2024 5:00:00
20260515,20610914145,UNITED MICE PERU S.A.C.,UNITED MICE PERU,VIA,JIRON FRAY DOMINGO CABRERA - CERCADO DE SAN JERONIMO 112,,,,,,80104,CUSCO,CUSCO,SAN JERÓNIMO,,984102706,,,,,,INFO@UNITEDMICEPERU.COM,,Operador de Turismo,Digital,,,Solay Conde Casafranca,615-2024,25-abr-2024 5:00:00
20260515,20606385189,LOGISTICA PERUANA DE DISTRIBUCION S.A.C.,LOGISTICA PERUANA DE DISTRIBUCIÓN SAC,Calle,LAS AZUCENAS MZ. O LT. 25,,,,,,150107,LIMA,LIMA,CHACLACAYO,,988002700,984709399,,,,,ostos.cristhian@gmail.com,www.facebook.com/logisticaperuanasac,Minorista,Digital,,,Jenny Delia Palomino Colos,D115-MML-GDE-ST,21-jul-2023 5:00:00
20260515,20611541580,PERUVIAN PATH CUSCO S.A.C.,PERUVIAN PATH,VIA,APV. ALTIVA CANAS,0,,,,,80104,CUSCO,CUSCO,SAN JERÓNIMO,,937696925,,,,,,reservasperuvianpath@gmail.com,www.peruvianpath.com,Operador de Turismo,Digital,,,Elizabeth Cusihuaman Quispe,399-2023,10-nov-2023 5:00:00
20260515,20611828030,VIAJES TU DESTINO PERU VIP E.I.R.L.,VIAJES TU DESTINO PERU VIP,VIA,URB HUANCARO,P 07,,,,,80106,CUSCO,CUSCO,SANTIAGO,,914613664,984621911,,,,,destinoperu.karen@gmail.com,,Minorista,Presencial,,,Karen Leasette Camero Tejada,492-2024,15-feb-2024 5:00:00
20260515,20612087611,VIAJEROS FELICES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,VIAJEROS FELICES E.I.R.L.,VIA,APV. SURIHUYALLA GRANDE,Ñ-9,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,,,,,,,,ventas@viajerosfelices.com,www.viajerosfelices.com,Minorista,Digital,,,Luis Fernando Uñunco Suma,515,23-feb-2024 5:00:00
20260515,20610777806,DAMIS PERU TOUR EXPEDITION E.I.R.L.,APT EXPEDITION,VIA,URB NACIONES UNIDAS L-8,,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,,968820560,,,,,,info@dtpexpeditions.com,dtpexpeditions.com,Operador de Turismo,Digital,,,David Robert Carrion Meza,619-2024,25-abr-2024 5:00:00
20260515,20612168556,I LIKE PERU TRAVEL AND TOURS S.A.C.,I LIKE PERU TRAVEL & TOURS SAC,Calle,ROMA,160,104 B,,,,150122,LIMA,LIMA,MIRAFLORES,,993473394,,,,,,bruno-cubas@hotmail.com,www.ilikeperu.com,"Minorista, Operador de Turismo",Digital,,,Juan Jose Chacon Ayquipa,D 000162-2024-MML-GDE-ST,23-abr-2024 5:00:00
20260515,20538490670,QOYLLUR TRAVEL S.A.C.,QOYLLUR TRAVEL SAC,AV.,ELIAS AGUIRRE,280,,,,,150122,LIMA,LIMA,MIRAFLORES,,924197515,,,,,,qoyllurtravelsac@gmail.com,www.qoyllurtravel.com,Operador de Turismo,Digital,,,Santiago German Nuñez Acosta,D 000163-2024-MML-GDE-ST,23-abr-2024 5:00:00
20260515,20608736159,TRAVESIA 360 E.I.R.L.,TRAVESIA 360 VIAJES&TURISMO,JR.,LAS GALITAS,660,,,CI.,,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,,968211226,,,,,,reservas@travesia360.pe,,Minorista,Digital,,,Jennifer Esthefanny Aragon Felix,81,22-jun-2023 5:00:00
20260515,20605908773,VIAJES BARATOS Y CORTOS EN PERU E.I.R.L.,VIAJES BARATOS Y CORTOS EN PERÚ EIRL,JR.,LAMPA,234,126,,,,150101,LIMA,LIMA,LIMA,,940245716,17339154,,,,,viajesbaratosenperu@gmail.com,www.viajesbaratosenperu.com,"Minorista, Operador de Turismo","Digital, Presencial",,,Dany Jacson Silvera Quispe,D93-2023-MML-GDE-ST,03-jul-2023 5:00:00
20260515,20487351858,Peru Travel Explorer Srl,PERU TRAVEL ENJOY,JR.,AMAZONAS,223,,,,,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,950469280,,,,,,perutravelexplorer@hotmail.com,www.perutravelenjoy.com,Operador de Turismo,Digital,,,Miuller Raul Muñoz Zumaeta,17-2020,17-jul-2020 5:00:00
20260515,20611185155,NOVOTOUR PERU E.I.R.L.,NOVOTOUR PERU,Calle,FORTUNATO L. HERRERA,220,,,ZN.,CORIPATA,80106,CUSCO,CUSCO,SANTIAGO,,945053889,,,,,,novotourperu@gmail.com,novotourperu.com,Operador de Turismo,Digital,,,Carolina Carazas Arizabal,297-2023,06-SEP-2023 05:00:00
20260515,20608341995,PERU EN ESENCIA TRAVEL S.A.C.,PERU EN ESENCIA TRAVEL,VIA,URB PROGRESO,j18,,,,,80108,CUSCO,CUSCO,WANCHAQ,,913782993,,,,,,peruenesenciatravel@gmail.com,www.peruenesenciatravel.com,Operador de Turismo,Digital,,,Giovanne Huillca Labra,425-2023,04-dic-2023 6:00:00
20260515,20604647704,CONEXION TRAVEL SOLUTIONS S.A.C.,CONEXION TRAVEL SOLUTIONS SAC,Calle,GERMAN SCHEREIBER GULSMANCO,276,,,,,150131,LIMA,LIMA,SAN ISIDRO,,4218520,,,,,,ventas@conexionts.com,www.conexionts.com,Mayorista,Digital,,,Hector Martin Bravo Cordova,D 000035-2024-MML-GDE-ST,30-ene-2024 5:00:00
20260515,10432979941,"SILVA MOSTAJO, JUAN MISAEL",ATOQ Y QENTES,VIA,URB. JOSE CARLOS MARIATEGUI MZ B LOTE12,,,,,,80101,CUSCO,CUSCO,CUSCO,,98331539,,,,,,ATOQSYQENTES@GMAIL.COM,ATOQSYQENTES.WORDPRESS.COM,Operador de Turismo,Digital,,,Juan Misael Silva Mostajo,524,27-feb-2024 5:00:00
20260515,10758438347,"CASTILLO PADUA, ERICK FRANK",TOP EXPERIENCE,JR.,HUASCAR MZ. B LT. 01,316,,URB. SAN ANTONIO.,,,20101,ÁNCASH,HUARAZ,HUARAZ,,920533389,,,,,,erickfrankc@gmail.com,,Operador de Turismo,Presencial,,,Erick Frank Castillo Padua,113-2024-DIRCETUR -ANCASH.,03-abr-2024 5:00:00
20260515,20610398473,OYON EXTREMO S.A.C.,OYON EXTREMO,JR.,DOS DE MAMYO,149,,,,,150901,LIMA,OYÓN,OYON,,9637351839,,,,,,ylichcook@gmail.com,,"Minorista, Operador de Turismo",Digital,,,Edinson Ylich Cruz Fernandez,29,17-abr-2024 5:00:00
20260515,20610886435,FIRST STEP EXPEDITIONS PERU E.I.R.L.,FIRST STEP EXPEDITIONS PERU,LT.,BALCONCILLO ALTO A,9,,,URB.,,80101,CUSCO,CUSCO,CUSCO,,984975606,,,,,,rogerdeamil@gmail.com,www.firststepexpeditions.com,Operador de Turismo,Digital,,,Roger Apaza Aparicio,264 - 2023,05-jul-2023 5:00:00
20260515,15550033434,ZATI FRANCESCO,SHUNGALLA ADVENTURE,JR.,COCACHIMBA,S/N,,,,,10311,AMAZONAS,BONGARÁ,VALERA,,,,,,,,shungalladventure@gmail.com,https://shungalladventure.negocio.site/,Operador de Turismo,Digital,,,Francesco Zati,011-2022,10-jun-2022 5:00:00
20260515,10465550533,"RAMIREZ AHON, HANS DIEGO",RR VIAJES,AV.,MANSICHE,1848,,,,,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,,970159670,,,,,,ventas@rrviajes.com,,Operador de Turismo,Digital,,,Hans Diego Ramirez Ahon,765-2022,02-may-2022 5:00:00
20260515,20610325212,YARINA CANOPY ECO-PARK S.R.L.,YARINA ECO-PARK,JR.,BOLOGNESI MZ. R LT. 13,,,,,,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,,958986722,,,,,,yarinacanopy.ecopark@gmail.com,yarinaecopark.wondpness.com,Operador de Turismo,Digital,,,Hector Luis Tafur Rios,058-2023-DIRCETUR,27-dic-2023 5:00:00
20260515,20611191058,YAKUPARK ADVENTURE S.R.L.,YAKUPARK ADVENTURE,AV.,SIN BARRIO AV. SAN MARTIN MZ. G2 LT. 03,,,,,,110505,ICA,PISCO,PARACAS,,992824701,959200582,,,,,reservas@yakupark.com,www.yakupark.com,"Minorista, Operador de Turismo",Digital,,,Henry Christian Virgilio Bueno,370/DIRCETUR-SDT,09-abr-2024 5:00:00
20260515,20607871621,CREA INVESTIGACION PARA UN NUEVO TURISMO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADAD,CUSCO NATURE ADVENTURE,VIA,CALLE SAN ANDRES NRO. 466,,,,,,80101,CUSCO,CUSCO,CUSCO,,991692022,,,,,,info@cusconatureadventure.com,cusconatureadventure.com,Operador de Turismo,Digital,,,Eliana Baltazar Sota,616-2024,25-abr-2024 5:00:00
20260515,20612296937,ZIEZIA TRAVELS E.I.R.L,ZIEZIA TRAVELS,VIA,APV BUENA VISTA S/N,,,,,,80101,CUSCO,CUSCO,CUSCO,,913178519,,,,,,info@zieziatravels.com,zieziatravels.com,Operador de Turismo,Digital,,,Diana Carolina Condori Uman,618-2024,25-abr-2024 5:00:00
20260515,20406344526,Agencia De Viajes Y Turismo Cusi Expeditions,CUSI EXPEDITONS,JR.,TEODORO VALCARCEL,155,,,,,210101,PUNO,PUNO,PUNO,,369072,,,,,,reservascusi@terra.com.pe,,Operador de Turismo,Presencial,,,Pilar Juliana Yucra Condori,005-2013,22-may-2013 5:00:00
20260515,20610886389,MUNDIAL BUSINESS S.A.C.,MUNDIAL BUSINESS S.A.C,AV.,"DEL PESCADOR  MZ A, D3 LOTE. 17 DPTO.",,,,URB.,CIUDAD DEL PESCADOR,70102,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,,963844800,,,,,,mundialbsac@gmail.com,,Operador de Turismo,Presencial,,,Clinio Huamani Huancahuari,Constancia N°017-2023,18-SEP-2023 05:00:00
20260515,20564201007,Sam Travel Peru Expeditions E.I.R.L,SAM TRAVEL PERU,VIA,A H VIVA EL PERU 2DA ETAPA,H11,,,,,80106,CUSCO,CUSCO,SANTIAGO,,992126224,,,,,,samtravelperu@gmail.com,www.samtravelperu.com,Operador de Turismo,"Digital, Presencial",,,Saul Alvarez Montalvo,360-2023,06-oct-2023 5:00:00
20260515,20611429381,ALI PERU TREKS S.A.C.,ALI PERU TREKS,VIA,SENTAMIENTO HUMANO,D7A,,,A.H.,ARAHUAY,80101,CUSCO,CUSCO,CUSCO,,998355366,,,,,,info@aliperutreks.com,aliperutreks.com,Minorista,Digital,,,Ali Mesias Huaman Gutierrez,387-2023,30-oct-2023 5:00:00
20260515,20611304561,COMPAÑIA PERUANA DE INNOVACION Y DESARROLLO S.A.C.,KINTU TRAVEL EXPEDITIONS,JR.,JAUJA,729,,,,,120401,JUNÍN,JAUJA,JAUJA,,913723206,993507707,,,,,kintutravelexpeditions@gmail.com,kintutravel.valledelmantaro.com.pe,Operador de Turismo,Digital,,,Vladimir James Paucar Anchiraico,Constancia N° 119-2023-GRJ-DIRCETUR,26-oct-2023 5:00:00
20260515,20605259554,REIWA TRAVEL & SERVICE E.I.R.L.,REIWA TRAVEL SERVICE EIRL,Calle,BOLOGNESI,125,22,,,,150101,LIMA,LIMA,LIMA,,955774064,,,,,,gerencia@reiwatravelservice.com,reiwatravelservice.com,Minorista,"Digital, Presencial",,,Karen Rocio Gutierrez Mosco,D 000288-2023-MML-GDE-ST,03-ene-2024 5:00:00
20260515,20608463039,SOTO TRAVEL PERÚ E.I.R.L.,SOTO TRAVEL PERU,VIA,AAHH MIRADOR,I4,,,,,80101,CUSCO,CUSCO,CUSCO,,984626316,,,,,,info@sototravelperu.com,www.sototravelperu.com,"Minorista, Operador de Turismo",Digital,,,Yovana Soto Quispe,481-2024,06-feb-2024 6:00:00
20260515,20612083534,TOURS BY CARLOS SOCIEDAD ANONIMA CERRADA S.A.C.,TOURS BY CARLOS,VIA,URB. COVIDUC,J2B,,,,,80105,CUSCO,CUSCO,SAN SEBASTIAN,,9945706432,955706432,,,,,contact@toursbycarlos.com,www.toursbycarlos.com,Operador de Turismo,Digital,,,Nancy Nina Ayma,493-2024,15-feb-2024 5:00:00
20260515,20611608447,NEW PLANET TRAVEL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NEW PLANET TRAVEL E.I.R.L.,NEW PLANET TRAVEL,VIA,ACCOPATA,SN,,,,,80403,CUSCO,CALCA,LAMAY,,994274983,,,,,,sales@newplanetperu.com,www.newplanetperu.com,Mayorista,Digital,,,Ana Maria Cordero Bavestrello,512-2024,23-feb-2024 5:00:00
20260515,10457809269,"OQUENDO CAVERO, KATHERINE",KATHERINE OQUENDO CAVERO,AV.,JOSE OLAYA 359- URB. ZARUZUELA,,,,,,80106,CUSCO,CUSCO,SANTIAGO,,953131211,,,,,,info@achupicchulcgtravel.com,machupicchulcgtravel.com,Minorista,Digital,,,Katherine Oquendo Cavero,358-2024,11-mar-2024 5:00:00
